date,branch,revenue,orders,profit,customer_rating,complaints,marketing_spend,online_orders,dinein_orders
2022-05-12,T Nagar,48786.36,108,10595.71,4.5,5,2680.33,60,48
2023-11-10,Velachery,40001.02,95,9163.92,3.9,0,2921.29,41,54
2022-06-22,T Nagar,52139.58,129,13543.2,4.4,4,3638.84,55,74
2022-12-19,Anna Nagar,52573.85,126,9630.07,4.2,3,3509.22,45,81
2023-05-16,T Nagar,44811.81,109,8630.99,4.7,1,2318.69,47,62
2023-07-28,Adyar,44187.11,105,9859.74,4.1,0,3707.24,60,45
2023-03-21,Anna Nagar,45826.38,114,9430.05,4.1,0,3440.1,40,74
2023-11-12,OMR,57073.87,128,13125.05,3.4,4,3140.51,57,71
2022-01-25,T Nagar,67739.39,162,13851.62,4.0,2,5136.52,80,82
2022-10-05,Velachery,45032.92,101,12129.71,4.4,4,2778.43,49,52
2022-07-13,T Nagar,53331.74,129,11179.77,4.4,2,3240.29,70,59
2022-07-26,Velachery,34025.34,79,8457.79,4.2,1,1547.92,46,33
2023-12-23,OMR,57659.63,150,14416.53,3.9,1,4110.54,75,75
2023-01-26,Adyar,52544.63,138,10344.52,4.3,1,3624.81,61,77
2022-11-08,Anna Nagar,56077.34,154,15496.86,4.2,2,2546.04,72,82
2023-10-08,T Nagar,73470.33,208,17673.31,4.6,1,4143.66,102,106
2023-07-03,Anna Nagar,46460.89,121,8693.67,5.0,2,2066.4,55,66
2022-09-14,Adyar,51816.77,118,12403.87,3.8,2,3514.43,64,54
2022-10-14,Velachery,46140.38,115,10276.27,4.5,1,2507.13,53,62
2023-10-27,Velachery,,87,10035.68,3.7,4,2217.47,42,45
2023-11-22,Adyar,59902.39,134,14252.81,4.4,2,4478.41,77,57
2022-11-03,Anna Nagar,56663.08,161,14328.84,4.7,2,3183.13,83,78
2022-10-15,Anna Nagar,72484.87,189,20068.7,4.2,1,3850.19,80,109
2023-11-26,Anna Nagar,60585.89,140,14933.21,4.2,2,3450.76,51,89
2022-11-05,Anna Nagar,63537.03,177,14924.04,4.3,1,3748.62,88,89
2023-05-30,Adyar,43155.27,98,10777.44,4.2,7,2829.07,41,57
2022-10-24,Velachery,47963.49,131,10121.58,3.7,3,2449.61,58,73
2023-10-07,Adyar,73600.53,173,18603.79,4.2,1,3964.72,103,70
2022-05-28,Adyar,15753.34,43,2901.54,4.6,3,1002.09,18,25
2022-01-20,T Nagar,53254.64,135,10242.5,4.0,2,3425.46,68,67
2022-05-11,Velachery,31733.04,87,5767.65,4.3,1,2269.73,44,43
2023-03-17,T Nagar,46859.16,122,10398.32,4.0,4,3473.38,53,69
2023-02-19,Velachery,44891.43,121,10466.06,3.7,4,3476.07,49,72
2023-06-21,T Nagar,52351.27,119,14506.45,,2,3841.09,70,49
2023-06-16,Velachery,37290.1,98,6893.66,4.0,2,2705.78,36,62
2023-05-22,Adyar,39621.24,109,7417.67,3.9,1,3224.74,49,60
2022-06-28,T Nagar,47375.09,128,10898.62,4.2,2,3773.97,49,79
2023-03-20,OMR,38668.56,107,8009.81,4.1,5,3060.12,38,69
2022-03-28,Anna Nagar,40104.52,99,10346.35,4.4,3,1818.7,53,46
2023-12-22,Adyar,51797.89,120,11884.57,4.2,0,3882.88,42,78
2023-04-22,Velachery,49158.16,115,9397.6,3.5,1,2975.76,63,52
2022-05-07,OMR,41102.05,94,11217.2,4.9,2,3143.69,50,44
2022-08-29,T Nagar,57740.93,130,10731.16,4.2,4,4008.13,63,67
2022-01-14,Anna Nagar,52162.56,148,12060.47,3.9,1,2677.23,75,73
2022-05-24,T Nagar,49106.29,137,13273.44,4.4,5,3963.05,58,79
2022-09-21,Velachery,40046.4,103,8142.25,4.4,2,2234.42,50,53
2022-03-20,T Nagar,,144,13781.86,4.5,1,3061.28,82,62
2022-08-23,OMR,35694.24,99,8230.77,3.7,4,2386.67,42,57
2023-05-30,Anna Nagar,34844.87,87,7352.39,4.0,1,2808.44,49,38
2022-01-28,OMR,49549.3,120,11587.36,4.0,0,2905.03,48,72
2023-02-14,Anna Nagar,42796.6,119,11410.36,4.4,1,2780.04,50,69
2022-06-24,Adyar,48294.32,114,13083.49,4.0,3,3961.86,54,60
2023-08-31,T Nagar,51386.24,134,12484.59,3.9,2,3751.5,71,63
2023-11-15,T Nagar,64262.29,153,14424.19,4.5,3,,71,82
2023-08-03,Adyar,49713.79,139,12733.69,4.6,3,2306.17,82,57
2023-06-02,Velachery,32226.77,87,8318.74,4.1,3,2626.22,52,35
2022-08-25,OMR,37368.39,92,7983.56,4.0,2,2828.39,46,46
2022-05-13,Adyar,42807.9,107,9126.17,4.6,0,2512.76,44,63
2022-01-07,Anna Nagar,48275.64,117,10287.05,4.0,3,2084.44,50,67
2023-01-18,Anna Nagar,46635.6,104,13037.03,3.9,2,2915.37,42,62
2022-01-29,Adyar,66767.34,168,14165.43,3.7,1,4544.2,69,99
2023-05-10,Adyar,41829.57,118,9304.45,4.2,3,3741.49,67,51
2023-04-24,Velachery,38891.54,90,7268.85,3.4,1,1739.57,39,51
2023-07-11,Velachery,38184.64,85,7759.53,3.8,0,1802.29,45,40
2023-05-23,OMR,38259.91,108,10367.68,4.5,2,3352.09,52,56
2022-09-11,Velachery,37651.48,94,6794.62,4.1,1,2729.13,42,52
2022-10-02,Adyar,77787.08,175,20440.47,3.7,2,4613.92,76,99
2023-08-17,Velachery,38635.63,94,9381.6,4.2,1,1790.56,37,57
2023-10-26,T Nagar,60147.53,151,14217.08,4.7,2,5412.89,77,74
2023-07-07,Anna Nagar,46246.01,105,10902.17,4.5,3,3858.02,58,47
2023-05-10,OMR,38615.04,95,7101.28,3.5,1,3028.98,55,40
2022-08-11,Anna Nagar,45097.39,123,8960.47,4.1,1,1848.53,55,68
2023-10-15,T Nagar,75063.05,201,15576.16,3.9,0,5204.75,103,98
2023-01-02,T Nagar,55131.24,129,11666.33,3.8,1,4309.44,45,84
2022-09-18,OMR,46251.17,113,12187.1,4.5,3,4140.1,63,50
2022-01-09,Anna Nagar,67698.56,173,17300.71,4.1,1,3482.41,63,110
2023-09-27,Anna Nagar,51161.05,127,12562.0,5.0,1,3116.64,67,60
2022-11-13,Anna Nagar,59553.88,167,15565.74,4.9,2,5182.69,85,82
2023-08-22,T Nagar,53453.06,121,11384.58,4.0,3,2303.96,56,65
2023-03-04,Anna Nagar,57698.45,131,11951.83,3.6,1,2318.62,51,80
2023-07-20,Velachery,,94,9268.48,4.6,3,3555.97,49,45
2022-04-16,Anna Nagar,48116.71,125,11222.0,4.3,1,2227.18,47,78
2023-07-17,Adyar,52467.46,135,9512.84,4.3,3,2564.27,68,67
2022-05-23,Anna Nagar,35773.41,85,6450.73,4.7,1,2539.18,37,48
2022-05-02,Anna Nagar,38905.08,108,8002.96,4.4,2,3088.87,61,47
2023-05-21,Velachery,47634.76,106,11712.9,4.6,4,1918.91,46,60
2023-12-10,Adyar,78087.23,176,20993.48,4.0,3,3528.58,62,114
2023-08-17,OMR,39586.93,95,9904.18,4.1,2,2558.88,45,50
2023-04-05,T Nagar,58675.51,133,10895.77,3.9,3,2950.51,62,71
2022-08-18,Adyar,45900.05,118,12315.15,4.6,1,2766.69,65,53
2022-09-20,OMR,42712.62,96,9057.97,3.7,1,1941.2,54,42
2023-07-16,OMR,55048.39,145,14982.22,3.9,0,4588.69,65,80
2022-08-18,Velachery,34969.91,84,9628.14,4.4,0,3113.16,29,55
2022-04-26,Anna Nagar,39174.44,92,10385.83,4.3,1,2882.11,50,42
2023-09-25,Velachery,37776.1,100,7639.77,3.8,6,2139.13,43,57
2022-12-15,OMR,45151.37,109,8393.81,4.5,3,2341.01,39,70
2023-05-12,Adyar,,128,11135.29,4.5,0,3568.38,59,69
2023-03-14,Adyar,44784.71,127,10750.92,3.8,0,,60,67
2023-05-25,OMR,40288.98,103,8410.57,3.8,0,1856.09,46,57
2023-01-07,Adyar,72550.16,197,17579.26,3.2,2,4495.4,108,89
2023-11-26,OMR,44908.4,123,10445.25,4.2,1,2526.6,50,73
2022-07-17,OMR,57723.38,155,15130.34,4.0,0,5048.68,68,87
2022-10-21,OMR,46224.31,127,10084.15,4.2,2,4129.53,49,78
2023-11-04,Anna Nagar,61166.8,137,13323.33,4.4,2,4209.52,75,62
2023-04-20,OMR,48394.37,116,11697.52,4.3,4,4210.06,64,52
2022-04-02,Anna Nagar,57120.16,130,14717.56,4.1,2,4486.57,72,58
2023-01-15,T Nagar,75415.26,184,14655.52,3.7,3,4696.13,80,104
2023-12-12,Velachery,,129,12425.16,3.7,2,1919.94,62,67
2023-08-15,Anna Nagar,45981.2,110,12153.0,3.8,1,2756.16,52,58
2023-12-21,Velachery,115437.82,257,26026.33,4.4,2,9363.0,139,118
2023-05-12,OMR,31501.89,86,8233.09,4.5,3,2284.56,47,39
2022-12-18,OMR,60923.23,135,13414.37,4.8,3,4586.94,59,76
2022-06-08,T Nagar,48092.18,122,9252.36,4.8,4,3280.95,71,51
2022-08-25,Adyar,47315.98,124,10125.07,4.5,4,3218.15,46,78
2022-03-03,Adyar,56181.16,140,12101.21,4.0,1,3117.98,62,78
2022-04-27,Velachery,,94,8798.01,4.1,1,2738.3,52,42
2022-07-22,Adyar,49851.37,123,11013.15,3.7,5,3627.26,51,72
2022-09-12,Velachery,36329.38,101,8678.62,4.1,2,1792.17,47,54
2022-08-02,Anna Nagar,44607.69,103,8241.9,4.5,3,3405.24,55,48
2022-02-18,T Nagar,51632.37,127,13113.57,5.0,3,3887.75,61,66
2023-03-23,Adyar,47621.63,123,9753.73,4.1,3,3285.64,64,59
2023-12-20,T Nagar,52295.74,147,13108.27,4.6,2,3064.94,81,66
2022-03-25,Adyar,46896.42,122,13080.26,3.9,0,2333.36,67,55
2022-03-12,T Nagar,63748.5,144,16905.06,4.9,0,4220.97,58,86
2022-04-21,OMR,38712.91,86,8194.82,4.6,2,2533.37,42,44
2022-04-20,Adyar,49971.19,125,11017.26,4.2,6,,45,80
2023-12-18,Velachery,40380.44,100,10734.94,3.6,4,1971.52,41,59
2022-04-18,Velachery,33834.42,82,8295.97,4.1,1,1397.5,39,43
2023-08-28,Adyar,54604.78,126,10545.69,4.3,1,4187.91,73,53
2022-12-09,OMR,51620.77,120,9694.04,4.0,2,3704.07,52,68
2022-02-28,Velachery,38688.02,105,7939.96,4.3,5,2304.66,40,65
2023-12-10,Velachery,59295.25,131,12299.19,5.0,1,3714.55,45,86
2023-02-06,OMR,41307.23,103,10666.86,4.5,4,1690.1,59,44
2023-09-06,T Nagar,49230.06,116,10432.54,3.9,1,2226.93,61,55
2022-10-01,Anna Nagar,66887.03,187,12167.79,4.1,2,5440.79,89,98
2022-12-19,Velachery,43886.35,105,11376.46,3.8,1,3164.12,57,48
2022-03-13,Anna Nagar,52155.8,123,9819.89,4.1,1,3659.13,50,73
2023-12-22,Anna Nagar,54664.42,130,9939.94,4.4,0,3038.73,66,64
2022-10-08,Velachery,61982.74,155,16926.45,3.7,2,5258.0,67,88
2022-12-24,T Nagar,72326.45,163,19542.63,4.2,2,6336.08,91,72
2023-01-30,Anna Nagar,50458.73,131,13886.97,4.3,3,4096.35,69,62
2023-08-07,Anna Nagar,45746.9,104,12729.9,3.9,1,2742.78,47,57
2023-09-30,OMR,45491.91,105,9799.17,3.9,1,3745.87,45,60
2022-10-22,Adyar,68853.71,172,14569.51,4.0,1,4226.97,93,79
2022-10-12,Adyar,64055.23,158,16007.67,4.0,1,2626.54,75,83
2023-05-16,Anna Nagar,44990.86,100,11154.01,4.2,1,1966.27,59,41
2022-10-28,Adyar,57592.53,151,13020.66,5.0,1,4262.91,89,62
2023-12-11,Adyar,58976.47,140,12321.18,4.6,3,2470.03,66,74
2023-11-26,Adyar,74048.84,179,20201.83,3.7,2,6089.06,65,114
2023-10-31,T Nagar,65269.57,148,15952.03,4.5,0,4937.77,62,86
2023-03-17,OMR,42467.78,118,10205.33,4.3,0,2805.29,56,62
2022-08-14,Adyar,20307.73,45,4127.3,4.7,3,1134.39,23,22
2023-10-01,OMR,63604.14,173,13355.94,,4,4607.18,90,83
2022-10-31,Velachery,50554.67,119,14010.37,5.0,1,4242.19,45,74
2022-08-05,OMR,45291.63,125,11698.03,3.6,2,2807.28,43,82
2023-06-14,T Nagar,,95,7683.87,4.9,1,2923.78,56,39
2022-03-29,OMR,38158.1,92,10030.39,4.6,1,2781.63,40,52
2023-10-08,OMR,63907.6,175,12130.79,4.1,2,3303.15,68,107
2022-05-12,Adyar,43788.71,111,8182.45,3.6,2,3671.69,54,57
2022-07-25,Anna Nagar,48433.22,133,13536.99,4.1,1,3214.11,59,74
2022-01-04,T Nagar,58873.77,168,11589.39,4.4,1,2444.51,72,96
2023-03-23,T Nagar,50986.32,137,14000.1,4.0,0,2254.03,55,82
2023-06-11,Anna Nagar,44675.11,126,9134.92,4.4,3,3756.03,57,69
2023-11-24,Adyar,57177.72,132,14865.9,3.8,0,5141.63,54,78
2022-07-05,T Nagar,52654.56,118,12022.9,4.5,2,2979.43,46,72
2022-06-18,T Nagar,45282.16,121,12413.01,4.3,2,3144.38,51,70
2023-01-13,Anna Nagar,51640.23,132,11489.71,4.3,2,3054.22,69,63
2023-01-23,Adyar,61710.21,141,15367.26,4.5,2,4499.15,57,84
2022-04-10,Velachery,44103.43,115,9955.55,4.3,3,2239.71,65,50
2022-05-05,Adyar,43787.99,109,11505.47,3.7,1,3155.58,45,64
2023-01-01,OMR,54406.01,127,14382.84,3.9,4,4528.94,59,68
2022-12-15,Anna Nagar,49235.81,112,11472.25,3.1,5,3121.5,50,62
2023-01-22,Anna Nagar,70443.56,166,16501.92,4.6,2,5119.79,69,97
2022-07-18,Anna Nagar,46811.82,132,11872.42,4.4,3,2645.44,76,56
2023-11-08,OMR,41263.91,106,8965.02,5.0,0,2988.22,52,54
2022-09-07,Velachery,40777.77,98,11001.64,4.4,3,1973.03,49,49
2022-11-17,T Nagar,59176.34,161,13688.75,3.7,3,3625.78,92,69
2023-08-14,Anna Nagar,46923.84,124,9818.3,4.1,1,3531.74,66,58
2023-06-04,Anna Nagar,45499.38,129,9287.53,3.5,2,2293.7,53,76
2022-10-15,Adyar,73073.92,201,17986.43,3.3,3,5311.87,82,119
2022-06-18,Velachery,45479.73,110,10452.46,3.9,2,3440.18,55,55
2022-02-21,OMR,41767.53,97,7579.15,4.3,0,1930.43,44,53
2022-11-06,Adyar,166599.94,436,38900.99,4.1,1,6857.05,238,198
2023-03-06,Anna Nagar,44449.62,118,8374.14,3.8,2,3489.34,59,59
2022-12-20,T Nagar,58143.05,135,14098.5,3.7,0,3108.82,56,79
2023-12-13,Velachery,37824.85,88,8594.37,3.3,1,1561.7,47,41
2023-07-08,Velachery,51098.43,120,10619.96,4.2,2,3831.28,63,57
2022-07-27,Anna Nagar,49900.36,112,13807.69,3.7,2,2976.04,63,49
2023-05-07,Anna Nagar,47949.12,116,8904.61,4.3,3,3531.04,55,61
2022-04-14,Adyar,46506.12,114,11741.84,4.1,3,2153.4,60,54
2022-12-16,Velachery,47369.21,112,11721.18,4.2,2,2504.68,64,48
2023-09-23,Velachery,49264.14,126,10166.1,4.0,3,4200.47,44,82
2023-10-11,OMR,45662.46,116,8737.9,4.2,2,2605.7,56,60
2022-03-04,T Nagar,59362.33,142,11374.9,4.6,3,,59,83
2022-05-06,OMR,,90,9407.51,4.0,1,3296.81,49,41
2023-01-28,Adyar,74864.66,191,16923.57,4.0,2,5203.65,76,115
2023-04-02,T Nagar,66929.46,171,17935.14,3.5,3,,80,91
2023-06-05,Velachery,34304.09,80,6965.58,3.6,0,1672.27,46,34
2023-04-01,T Nagar,60627.65,141,11336.26,3.8,4,4112.66,58,83
2022-04-01,Velachery,35525.53,95,9105.87,3.9,6,1849.76,50,45
2023-04-29,Adyar,61604.14,137,16744.12,4.4,3,2854.06,51,86
2023-04-01,Velachery,44501.04,118,9537.18,3.7,4,2925.62,66,52
2023-02-25,Adyar,57995.49,132,14915.03,3.3,4,3189.69,70,62
2023-06-27,Adyar,42984.66,104,11537.98,3.4,4,2999.17,48,56
2022-03-12,Velachery,48109.85,131,9156.36,4.5,4,3406.89,49,82
2023-11-12,T Nagar,64098.59,158,17575.72,4.4,0,4623.73,68,90
2022-01-17,Velachery,45439.78,127,9443.09,3.6,2,4088.4,47,80
2023-05-25,Adyar,43641.99,121,10350.77,3.7,3,1779.17,69,52
2023-03-30,OMR,40847.26,92,8126.15,,3,2631.2,46,46
2022-12-04,Velachery,55637.72,128,14072.56,3.5,1,4539.26,51,77
2022-03-25,Anna Nagar,44880.74,120,11145.05,4.8,3,1966.07,67,53
2023-06-03,Velachery,38053.94,107,9917.72,4.2,0,1572.86,55,52
2023-12-06,Adyar,58156.09,156,10521.3,5.0,1,4305.03,59,97
2023-06-24,Velachery,44400.18,104,8527.44,4.3,2,2922.78,47,57
2023-06-21,Adyar,48437.76,119,10569.86,4.1,2,3439.18,51,68
2022-01-21,Anna Nagar,56127.73,133,14045.88,4.1,5,3253.98,56,77
2023-12-04,OMR,49681.2,115,11974.92,4.3,3,2190.63,65,50
2022-06-17,Velachery,34739.45,79,8984.23,4.2,1,2879.01,43,36
2023-12-20,Velachery,48306.82,116,13027.44,4.1,3,2539.98,64,52
2022-12-20,OMR,40521.09,96,11329.49,,0,2927.1,40,56
2023-11-07,T Nagar,59663.97,133,13354.04,4.5,2,4538.1,68,65
2022-09-10,Adyar,59424.61,166,16372.7,4.5,2,4182.15,95,71
2022-09-28,Velachery,38728.98,99,10139.62,4.5,1,1901.72,36,63
2022-04-13,Velachery,41155.43,110,7780.52,4.2,1,3085.83,58,52
2023-08-24,Adyar,40187.33,106,11153.71,4.1,0,2304.6,48,58
2023-02-16,OMR,38922.09,89,7402.8,3.7,2,3075.51,44,45
2022-09-09,Adyar,55399.94,125,11432.1,4.0,2,2546.49,58,67
2022-09-01,T Nagar,45798.84,103,8635.32,4.2,1,2327.99,57,46
2022-09-08,Velachery,41263.78,100,9143.39,3.7,0,1984.75,39,61
2023-05-16,OMR,31467.63,72,6328.12,4.3,1,1722.65,39,33
2022-08-02,Adyar,,330,23211.41,4.3,3,10987.07,120,210
2022-06-03,T Nagar,44119.34,107,9157.79,4.1,1,2151.31,58,49
2023-01-04,T Nagar,58173.52,135,10910.31,4.9,1,2526.48,65,70
2022-06-06,Anna Nagar,38236.63,92,7201.73,4.3,4,3216.5,50,42
2023-08-21,Adyar,47696.03,124,10687.44,4.0,2,3006.82,47,77
2022-06-06,T Nagar,47934.49,112,11235.33,3.3,3,4018.94,54,58
2022-02-20,Adyar,62726.17,145,16566.96,3.8,3,3827.66,82,63
2022-02-08,Adyar,52702.44,126,13834.15,4.3,2,2866.88,56,70
2022-02-22,Velachery,38204.54,105,8007.46,4.4,1,2206.09,55,50
2022-04-19,OMR,47397.99,134,11320.37,3.8,1,4229.15,78,56
2022-05-09,OMR,41045.65,94,9426.47,4.7,0,2668.02,48,46
2023-07-21,OMR,42435.04,117,8134.71,3.9,2,2283.62,56,61
2023-09-12,OMR,39033.96,87,7833.24,3.8,2,2470.16,52,35
2022-07-05,Adyar,,124,9123.1,4.4,2,3017.86,61,63
2022-01-08,T Nagar,76867.16,219,16622.0,4.4,1,5909.56,109,110
2023-12-25,T Nagar,60726.12,152,13582.19,3.5,0,3245.97,79,73
2022-02-15,Velachery,41009.48,93,7766.37,4.2,2,2979.51,40,53
2022-03-08,Adyar,48918.85,113,10334.57,4.7,3,2079.49,53,60
2023-04-19,Adyar,49092.33,134,9196.41,4.1,2,1991.99,78,56
2022-11-23,OMR,50404.06,121,11287.7,4.0,5,3316.91,59,62
2023-04-04,Anna Nagar,42526.75,106,9387.39,3.6,1,3798.85,38,68
2022-08-13,Adyar,62068.71,173,15077.62,3.5,2,2790.23,86,87
2023-05-07,Velachery,41849.41,106,8348.19,4.0,2,3628.12,39,67
2022-03-20,Anna Nagar,47513.45,127,9077.32,,2,2743.0,53,74
2023-10-13,OMR,49939.68,121,13047.94,4.4,3,2082.92,64,57
2022-12-25,Adyar,70062.9,162,16743.71,3.8,0,4162.81,96,66
2022-11-23,T Nagar,69528.07,176,18691.31,4.3,1,5595.27,96,80
2022-06-26,T Nagar,61105.88,144,14753.9,4.1,2,,63,81
2022-01-22,Adyar,61958.07,148,12660.91,3.5,3,4426.49,60,88
2023-06-12,Adyar,39424.74,105,7101.34,4.0,2,2859.19,37,68
2022-08-06,T Nagar,71172.58,164,15839.5,3.8,2,3066.8,80,84
2022-06-24,OMR,34853.42,81,7901.98,4.3,0,2438.11,36,45
2022-09-28,Adyar,44503.08,116,12168.56,3.7,1,2631.54,46,70
2023-12-17,Anna Nagar,66730.95,168,16669.89,3.7,3,3963.66,65,103
2023-01-13,Adyar,70470.53,199,16811.78,3.7,2,2829.74,82,117
2023-11-18,Anna Nagar,63321.72,140,17054.23,4.1,5,4158.28,77,63
2022-08-09,OMR,41622.91,105,8711.48,5.0,1,3608.76,60,45
2023-06-16,Adyar,48134.83,128,12128.34,4.1,1,,49,79
2023-12-29,OMR,48546.43,132,8909.22,4.3,3,3639.29,79,53
2022-06-05,T Nagar,60871.25,140,12019.31,3.6,4,2650.38,63,77
2022-07-07,T Nagar,51267.28,135,10111.03,3.5,2,4004.57,80,55
2022-03-23,Adyar,50732.42,141,12853.59,3.9,4,4292.15,55,86
2022-12-13,OMR,42423.26,110,9061.8,3.7,3,3012.38,55,55
2023-06-20,T Nagar,45419.48,113,10245.4,3.6,3,4081.31,56,57
2023-04-29,Anna Nagar,50229.27,128,9770.72,3.3,4,3325.97,75,53
2023-07-30,Adyar,66556.46,167,15481.93,3.9,1,3761.58,60,107
2022-09-19,OMR,39081.9,101,8066.46,4.3,1,2421.71,50,51
2022-10-05,Anna Nagar,53682.02,124,13726.75,4.7,2,2296.53,43,81
2022-09-16,T Nagar,59897.87,157,12488.81,4.1,3,4583.78,65,92
2023-05-31,T Nagar,46498.6,104,12962.49,3.7,2,3634.3,51,53
2023-07-26,Anna Nagar,47686.23,121,11957.49,4.1,2,3010.64,66,55
2023-12-07,T Nagar,59530.37,138,15052.85,3.9,2,5252.55,75,63
2022-09-21,T Nagar,51054.09,136,11729.78,4.0,3,4453.35,62,74
2023-10-14,Velachery,55845.58,136,12471.75,4.2,0,3302.63,51,85
2023-09-16,Velachery,48599.72,132,13555.68,5.0,1,3044.12,50,82
2023-08-09,Anna Nagar,42127.1,94,7741.08,4.2,1,2350.7,40,54
2023-09-12,T Nagar,52237.29,131,10903.91,5.0,1,3038.6,73,58
2022-10-05,T Nagar,68962.41,170,14490.82,4.0,0,3741.1,76,94
2023-11-06,Anna Nagar,51376.54,122,14131.59,4.3,2,2683.44,65,57
2023-03-24,Anna Nagar,12546.37,34,2372.17,3.7,0,666.65,19,15
2023-10-02,Velachery,45176.18,125,10429.01,4.1,2,3456.16,65,60
2023-08-02,Adyar,42170.73,115,8632.41,3.9,3,3187.55,44,71
2023-08-28,Velachery,40328.65,98,10070.09,3.8,4,3346.77,52,46
2023-12-28,Adyar,58088.81,135,11142.18,4.1,6,3034.7,58,77
2022-04-28,Adyar,50977.05,127,11250.79,3.6,2,2630.5,53,74
2022-08-19,Velachery,34205.19,80,8181.67,4.2,3,2306.75,37,43
2022-09-26,OMR,35180.35,91,7125.01,4.0,2,2903.51,33,58
2023-06-02,T Nagar,51864.04,120,12297.01,4.1,0,2157.03,69,51
2023-06-10,Velachery,38528.19,104,7884.76,3.8,2,2371.28,45,59
2022-10-22,Anna Nagar,59643.01,142,12907.42,4.5,0,4074.26,49,93
2022-03-29,Velachery,43849.06,102,8039.04,4.1,2,2752.19,39,63
2023-07-07,Velachery,37466.7,84,7045.84,3.9,2,2954.5,37,47
2023-08-12,Anna Nagar,,161,11887.6,4.2,2,2363.78,57,104
2023-09-28,Adyar,50712.35,138,13612.06,4.5,2,4535.05,50,88
2023-03-02,Anna Nagar,44061.23,121,9802.67,3.6,0,2515.34,47,74
2022-11-21,T Nagar,64694.74,164,12435.7,4.4,6,3982.61,75,89
2023-07-14,OMR,39923.22,101,9334.27,4.7,2,2518.32,42,59
2023-07-11,Anna Nagar,49265.68,110,13454.9,3.7,2,3915.09,58,52
2022-07-12,Adyar,45159.75,122,9625.72,,0,3954.33,63,59
2022-12-07,OMR,48731.48,111,9182.9,3.7,0,3406.11,64,47
2022-12-04,OMR,55042.89,124,13114.3,4.7,3,2830.77,61,63
2022-11-03,Adyar,49762.67,126,13908.17,4.1,4,2106.23,48,78
2023-04-09,T Nagar,69327.65,195,18939.78,4.6,2,4949.78,116,79
2022-09-14,Velachery,35653.76,95,6497.01,4.1,1,1668.25,48,47
2022-11-10,Adyar,54628.14,142,14171.95,4.4,6,2375.86,72,70
2023-02-02,OMR,46681.59,109,9896.41,4.4,2,3205.68,45,64
2022-03-18,Adyar,43119.05,101,9908.65,4.2,2,3441.5,52,49
2023-07-10,T Nagar,53571.99,130,9820.8,4.0,2,2361.43,61,69
2022-04-19,Adyar,53091.6,140,11158.53,4.0,3,4179.28,66,74
2022-05-14,Adyar,56533.47,149,12363.74,4.1,3,4389.0,81,68
2022-01-24,OMR,49321.07,114,13502.91,3.6,1,3591.51,40,74
2023-09-20,Velachery,41846.75,109,8509.91,3.7,1,,62,47
2023-03-06,Velachery,35019.93,88,8863.42,4.1,2,2860.69,42,46
2022-05-12,Velachery,40531.99,93,11270.54,4.4,3,3599.73,50,43
2022-11-22,OMR,40461.27,94,9002.59,4.1,0,2410.76,52,42
2022-06-21,OMR,39282.16,93,7636.41,4.6,4,3403.1,39,54
2022-02-18,OMR,40220.31,106,10068.94,3.5,3,3459.76,61,45
2023-02-12,T Nagar,66705.89,188,17879.17,4.2,2,2891.61,106,82
2022-06-13,Adyar,46148.42,120,9164.25,3.6,1,4019.59,55,65
2023-06-23,OMR,32045.23,90,8607.87,3.9,2,1947.38,49,41
2023-07-12,OMR,41519.81,100,7504.87,3.8,2,3102.61,53,47
2022-09-09,Velachery,37780.12,103,7826.72,3.8,1,1949.47,46,57
2022-05-02,OMR,36596.55,85,6600.94,4.0,3,1873.1,43,42
2023-03-30,Anna Nagar,46106.44,109,9770.99,4.0,1,3932.68,41,68
2022-07-03,T Nagar,50891.84,113,9525.48,4.4,4,2146.52,45,68
2023-01-08,Adyar,65238.62,146,15470.26,4.4,0,3992.78,51,95
2023-04-15,T Nagar,69694.72,187,16253.05,4.3,3,3403.03,95,92
2023-06-29,T Nagar,39311.69,100,9103.55,4.3,1,3039.02,38,62
2022-02-07,Anna Nagar,,91,7480.37,4.2,6,3260.54,50,41
2022-09-02,T Nagar,47659.71,109,8606.77,4.4,2,2831.22,45,64
2022-09-11,T Nagar,54358.74,140,13410.14,4.3,1,3389.43,81,59
2022-09-30,Adyar,44591.06,120,10387.45,4.5,3,3423.41,68,52
2023-11-20,T Nagar,62221.42,167,15235.31,4.4,4,2569.51,93,74
2022-04-11,Velachery,38259.85,100,7476.21,4.0,1,,36,64
2022-02-09,Anna Nagar,45018.88,101,11928.42,4.1,0,2357.52,46,55
2022-01-27,Velachery,45368.86,115,12602.02,3.6,1,1944.57,57,58
2022-08-24,OMR,38455.71,107,9375.74,3.8,3,2769.07,42,65
2022-06-19,Anna Nagar,49759.81,125,12054.41,3.5,3,3159.11,57,68
2023-09-18,T Nagar,47826.09,123,10297.79,4.1,4,3890.6,43,80
2023-10-21,OMR,54077.0,149,11250.84,4.6,0,3464.82,55,94
2023-01-22,OMR,48581.37,130,12780.03,3.9,3,3595.9,73,57
2022-10-18,Adyar,53008.12,142,11456.92,4.4,5,3307.2,60,82
2022-08-28,Adyar,53503.98,130,11495.6,4.6,1,2823.38,68,62
2022-06-30,Velachery,33154.49,84,7739.15,4.1,0,2944.42,50,34
2023-07-15,T Nagar,61010.18,163,12653.66,5.0,4,5249.13,60,103
